Epoch, South, Bus, temp
1444068908, 140.274565217391, 110.739452054795, 37.4
1444069208, 140.375543478261, 110.899726027397, 36.9
1444069508, 140.394130434783, 110.917260273973, 36.9
1444069808, 140.473152173913, 111.034520547945, 37.4
1444070108, 140.472717391304, 111.156575342466, 37.9
1444070408, 140.463804347826, 111.104520547945, 37.4
1444070708, 140.492065217391, 111.277534246575, 37.9
1444071008, 140.48097826087, 111.380547945205, 37.9
1444071308, 140.505543478261, 111.440684931507, 37.9
1444071608, 140.552826086957, 111.475753424658, 38.5
1444071908, 140.490217391304, 111.482465753425, 37.9
1444072208, 140.404565217391, 111.462465753425, 37.9
1444072508, 140.449239130435, 111.508219178082, 38.5
1444072808, 140.394239130435, 111.522465753425, 38.5
1444073108, 140.286304347826, 111.486438356164, 39.0
1444073408, 140.320217391304, 111.458904109589, 39.0
1444073708, 140.305652173913, 111.45301369863, 39.0
1444074008, 140.164347826087, 111.527123287671, 39.0
1444074308, 140.250652173913, 111.461780821918, 39.0
1444074608, 140.074782608696, 111.496164383562, 39.5
1444074908, 140.092065217391, 111.530821917808, 39.5
1444075208, 140.056847826087, 111.434657534247, 39.5
1444075508, 139.901739130435, 111.475342465753, 39.5
1444075808, 139.887173913043, 111.436438356164, 39.5
1444076108, 139.824782608696, 111.404794520548, 40.1
1444076408, 139.764130434783, 111.440273972603, 40.1
1444076708, 139.746195652174, 111.450136986301, 40.1
1444077008, 139.619673913043, 111.405479452055, 40.1
1444077308, 139.704782608696, 111.483150684932, 40.6
1444077608, 139.674130434783, 111.474657534247, 40.1
1444077908, 139.551086956522, 111.435205479452, 41.2
1444078208, 139.503043478261, 111.477260273973, 41.2
1444078508, 139.611413043478, 111.489452054795, 41.2
1444078808, 139.471847826087, 111.442876712329, 41.2
1444079108, 139.454456521739, 111.475890410959, 41.2
1444079408, 139.51097826087, 111.502739726027, 41.2
1444079708, 139.498695652174, 111.596712328767, 41.7
1444080008, 139.476956521739, 111.53602739726, 42.2
1444080308, 139.446739130435, 111.481506849315, 42.2
1444080608, 139.43097826087, 111.497123287671, 42.2
1444080908, 139.470217391304, 111.532465753425, 42.2
1444081208, 139.395326086957, 111.534520547945, 42.2
1444081508, 139.44097826087, 111.513835616438, 42.2
1444081808, 139.457391304348, 111.572876712329, 42.8
1444082108, 139.415, 111.552328767123, 42.8
1444082408, 139.428586956522, 111.558493150685, 43.3
1444082708, 139.461956521739, 111.553424657534, 43.3
1444083008, 139.493043478261, 111.57397260274, 43.3
1444083308, 139.424130434783, 111.729452054795, 43.3
1444083608, 139.492173913043, 111.609863013699, 43.3
1444083908, 139.43, 111.603424657534, 43.9
1444084208, 139.517826086957, 111.607534246575, 43.9
1444084508, 139.515869565217, 111.681232876712, 44.4
1444084808, 139.549347826087, 111.671780821918, 44.4
1444085108, 139.51847826087, 111.734520547945, 43.9
1444085408, 139.614130434783, 111.71, 43.9
1444085708, 139.622065217391, 111.895479452055, 44.4
1444086008, 139.644130434783, 111.765479452055, 43.3
1444086308, 139.646630434783, 111.709726027397, 43.9
